source,year,month,monthname,category,artikel,med_headline_woerter,avg_headline_woerter,med_beschreibung_woerter
HuffPost (US),2014,1,01-Jan,Umwelt,91,10.0,9.79,21.0
HuffPost (US),2014,1,01-Jan,Wirtschaft,118,8.0,8.6,27.0
HuffPost (US),2014,1,01-Jan,Wohnen,83,10.0,10.59,22.0
HuffPost (US),2014,2,02-Feb,Entertainment,98,10.0,10.19,22.0
HuffPost (US),2014,2,02-Feb,Essen,260,9.0,8.89,15.0
HuffPost (US),2014,2,02-Feb,Familie,570,9.0,8.98,25.5
HuffPost (US),2014,2,02-Feb,Gesellschaft,92,9.0,9.24,22.5
HuffPost (US),2014,2,02-Feb,Gesundheit,704,8.0,8.11,24.0
HuffPost (US),2014,2,02-Feb,Kriminalität,21,12.0,10.95,20.0
HuffPost (US),2014,2,02-Feb,Kunst,32,8.0,8.62,23.5
HuffPost (US),2014,2,02-Feb,Reisen,276,8.0,8.39,24.0
HuffPost (US),2014,2,02-Feb,Sonstiges,29,10.0,9.59,24.0
HuffPost (US),2014,2,02-Feb,Sport,44,11.5,11.57,22.0
HuffPost (US),2014,2,02-Feb,Style & Beauty,266,11.0,10.46,22.0
HuffPost (US),2014,2,02-Feb,Umwelt,90,10.0,10.38,21.0
HuffPost (US),2014,2,02-Feb,Wirtschaft,85,8.0,8.64,25.0
HuffPost (US),2014,2,02-Feb,Wohnen,73,9.0,9.27,22.0
HuffPost (US),2014,3,03-Mar,Entertainment,101,10.0,10.4,22.0
HuffPost (US),2014,3,03-Mar,Essen,278,8.0,8.62,16.0
HuffPost (US),2014,3,03-Mar,Familie,624,9.0,9.31,24.0
HuffPost (US),2014,3,03-Mar,Gesellschaft,96,9.0,9.49,23.0
HuffPost (US),2014,3,03-Mar,Gesundheit,748,8.0,8.2,25.0
HuffPost (US),2014,3,03-Mar,Kriminalität,23,9.0,9.7,22.0
HuffPost (US),2014,3,03-Mar,Kunst,49,8.0,8.59,25.0
HuffPost (US),2014,3,03-Mar,Reisen,308,8.0,8.53,24.0
HuffPost (US),2014,3,03-Mar,Sonstiges,15,7.0,8.27,20.0
HuffPost (US),2014,3,03-Mar,Sport,62,12.0,11.98,21.0
HuffPost (US),2014,3,03-Mar,Style & Beauty,272,10.0,9.89,22.0
HuffPost (US),2014,3,03-Mar,Umwelt,70,10.0,10.34,20.0
HuffPost (US),2014,3,03-Mar,Wirtschaft,99,9.0,8.73,27.0
HuffPost (US),2014,3,03-Mar,Wohnen,67,10.0,9.46,23.0
HuffPost (US),2014,4,04-Apr,Bildung,44,7.5,7.8,33.0
HuffPost (US),2014,4,04-Apr,Entertainment,110,9.0,9.52,25.0
HuffPost (US),2014,4,04-Apr,Essen,197,8.0,8.68,15.0
HuffPost (US),2014,4,04-Apr,Familie,411,9.0,9.36,24.0
HuffPost (US),2014,4,04-Apr,Gesellschaft,215,8.0,8.61,36.0
HuffPost (US),2014,4,04-Apr,Gesundheit,526,8.0,8.12,26.0
HuffPost (US),2014,4,04-Apr,Kriminalität,29,9.0,9.62,21.0
HuffPost (US),2014,4,04-Apr,Kunst,71,10.0,9.1,36.0
HuffPost (US),2014,4,04-Apr,Politik,133,9.0,8.68,38.5
HuffPost (US),2014,4,04-Apr,Reisen,228,8.0,8.24,25.0
HuffPost (US),2014,4,04-Apr,Religion,52,7.0,7.25,37.0
HuffPost (US),2014,4,04-Apr,Sonstiges,67,9.0,8.84,36.0
HuffPost (US),2014,4,04-Apr,Sport,64,10.5,10.41,21.0
HuffPost (US),2014,4,04-Apr,Style & Beauty,187,9.0,9.7,22.0
HuffPost (US),2014,4,04-Apr,Umwelt,83,9.0,8.99,28.0
HuffPost (US),2014,4,04-Apr,Welt,62,7.0,7.79,44.0
HuffPost (US),2014,4,04-Apr,Wirtschaft,113,8.0,8.1,34.0
HuffPost (US),2014,4,04-Apr,Wohnen,46,10.0,9.91,23.0
HuffPost (US),2014,5,05-May,Bildung,98,8.0,8.17,36.0
HuffPost (US),2014,5,05-May,Entertainment,178,9.0,8.51,34.0
HuffPost (US),2014,5,05-May,Essen,58,7.0,7.64,15.0
HuffPost (US),2014,5,05-May,Familie,153,8.0,8.62,39.0
HuffPost (US),2014,5,05-May,Gesellschaft,420,8.0,8.69,39.0
HuffPost (US),2014,5,05-May,Gesundheit,244,8.0,8.3,41.0
HuffPost (US),2014,5,05-May,Kriminalität,47,8.0,8.64,42.0
HuffPost (US),2014,5,05-May,Kunst,98,9.0,9.29,36.0
HuffPost (US),2014,5,05-May,Politik,346,8.0,8.47,38.0
HuffPost (US),2014,5,05-May,Reisen,122,8.0,8.35,37.0
HuffPost (US),2014,5,05-May,Religion,81,7.0,7.75,40.0
HuffPost (US),2014,5,05-May,Sonstiges,171,9.0,8.61,44.0
HuffPost (US),2014,5,05-May,Sport,74,8.0,8.58,36.0
HuffPost (US),2014,5,05-May,Style & Beauty,71,9.0,8.86,36.0
HuffPost (US),2014,5,05-May,Umwelt,154,8.0,8.16,36.0
HuffPost (US),2014,5,05-May,Welt,116,8.0,8.64,35.5
HuffPost (US),2014,5,05-May,Wirtschaft,138,8.0,8.16,32.0
HuffPost (US),2014,6,06-Jun,Bildung,61,7.0,8.21,38.0
HuffPost (US),2014,6,06-Jun,Entertainment,280,8.0,8.58,35.0
HuffPost (US),2014,6,06-Jun,Essen,61,8.0,8.46,18.0
HuffPost (US),2014,6,06-Jun,Familie,101,8.0,8.55,36.0
HuffPost (US),2014,6,06-Jun,Gesellschaft,437,8.0,8.86,39.0
HuffPost (US),2014,6,06-Jun,Gesundheit,235,7.0,7.93,42.0
HuffPost (US),2014,6,06-Jun,Kriminalität,46,9.0,9.24,46.5
HuffPost (US),2014,6,06-Jun,Kunst,77,9.0,8.53,39.0
HuffPost (US),2014,6,06-Jun,Politik,379,9.0,8.75,39.0
HuffPost (US),2014,6,06-Jun,Reisen,103,8.0,8.27,35.0
HuffPost (US),2014,6,06-Jun,Religion,87,8.0,8.24,35.0
HuffPost (US),2014,6,06-Jun,Sonstiges,152,9.0,8.95,45.0
HuffPost (US),2014,6,06-Jun,Sport,136,8.0,7.79,37.5
HuffPost (US),2014,6,06-Jun,Style & Beauty,60,8.0,8.42,32.0
HuffPost (US),2014,6,06-Jun,Umwelt,140,8.0,8.32,39.0
HuffPost (US),2014,6,06-Jun,Welt,109,9.0,8.7,36.0
HuffPost (US),2014,6,06-Jun,Wirtschaft,171,8.0,8.6,35.0
HuffPost (US),2014,7,07-Jul,Bildung,95,7.0,7.92,37.0
HuffPost (US),2014,7,07-Jul,Entertainment,338,9.0,8.8,34.5
HuffPost (US),2014,7,07-Jul,Essen,62,9.0,8.81,16.5
HuffPost (US),2014,7,07-Jul,Familie,89,9.0,8.91,36.0
HuffPost (US),2014,7,07-Jul,Gesellschaft,396,9.0,8.93,38.0
HuffPost (US),2014,7,07-Jul,Gesundheit,197,8.0,7.97,42.0
HuffPost (US),2014,7,07-Jul,Kriminalität,63,9.0,8.41,45.0
HuffPost (US),2014,7,07-Jul,Kunst,98,9.0,8.96,37.5
HuffPost (US),2014,7,07-Jul,Politik,411,9.0,8.85,39.0
HuffPost (US),2014,7,07-Jul,Reisen,88,7.0,7.48,35.0
HuffPost (US),2014,7,07-Jul,Religion,111,8.0,8.34,41.0
HuffPost (US),2014,7,07-Jul,Sonstiges,153,8.0,8.82,42.0
HuffPost (US),2014,7,07-Jul,Sport,121,8.0,8.07,36.5
HuffPost (US),2014,7,07-Jul,Style & Beauty,54,9.0,8.98,39.0
HuffPost (US),2014,7,07-Jul,Umwelt,155,9.0,8.54,36.0
HuffPost (US),2014,7,07-Jul,Welt,179,8.0,8.72,39.5
HuffPost (US),2014,7,07-Jul,Wirtschaft,153,9.0,8.9,34.0
HuffPost (US),2014,8,08-Aug,Bildung,87,8.0,8.37,36.0
HuffPost (US),2014,8,08-Aug,Entertainment,324,9.0,8.62,31.0
HuffPost (US),2014,8,08-Aug,Essen,47,7.0,8.17,14.0
HuffPost (US),2014,8,08-Aug,Familie,139,9.0,8.91,36.0
HuffPost (US),2014,8,08-Aug,Gesellschaft,434,9.0,8.73,41.0
HuffPost (US),2014,8,08-Aug,Gesundheit,215,8.0,8.2,42.0
HuffPost (US),2014,8,08-Aug,Kriminalität,55,9.0,9.02,36.5
HuffPost (US),2014,8,08-Aug,Kunst,103,8.0,8.26,39.0
HuffPost (US),2014,8,08-Aug,Politik,400,9.0,8.7,41.0
HuffPost (US),2014,8,08-Aug,Reisen,93,8.0,8.32,36.0
HuffPost (US),2014,8,08-Aug,Religion,85,8.0,7.69,44.0
HuffPost (US),2014,8,08-Aug,Sonstiges,163,8.0,8.77,42.0
HuffPost (US),2014,8,08-Aug,Sport,80,8.0,7.99,36.0
HuffPost (US),2014,8,08-Aug,Style & Beauty,75,9.0,8.93,36.5
HuffPost (US),2014,8,08-Aug,Umwelt,153,9.0,8.86,40.0
HuffPost (US),2014,8,08-Aug,Welt,153,9.0,9.08,40.0
HuffPost (US),2014,8,08-Aug,Wirtschaft,147,8.0,8.49,37.0
HuffPost (US),2014,9,09-Sep,Bildung,74,8.0,8.88,37.0
HuffPost (US),2014,9,09-Sep,Entertainment,333,9.0,8.71,35.5
HuffPost (US),2014,9,09-Sep,Essen,73,8.0,8.45,16.0
HuffPost (US),2014,9,09-Sep,Familie,112,9.0,8.68,38.0
HuffPost (US),2014,9,09-Sep,Gesellschaft,369,9.0,9.18,40.0
HuffPost (US),2014,9,09-Sep,Gesundheit,228,8.0,7.99,42.0
HuffPost (US),2014,9,09-Sep,Kriminalität,64,9.0,9.34,31.0
HuffPost (US),2014,9,09-Sep,Kunst,94,9.0,8.49,36.0
HuffPost (US),2014,9,09-Sep,Politik,361,9.0,8.91,41.5
HuffPost (US),2014,9,09-Sep,Reisen,61,9.0,8.8,34.0
HuffPost (US),2014,9,09-Sep,Religion,79,8.0,8.39,39.0
HuffPost (US),2014,9,09-Sep,Sonstiges,132,9.0,9.03,39.0
HuffPost (US),2014,9,09-Sep,Sport,102,8.0,8.55,39.0
HuffPost (US),2014,9,09-Sep,Style & Beauty,71,10.0,9.24,34.0
HuffPost (US),2014,9,09-Sep,Umwelt,164,9.0,9.15,40.0
HuffPost (US),2014,9,09-Sep,Welt,167,9.0,8.66,39.0
HuffPost (US),2014,9,09-Sep,Wirtschaft,136,8.0,8.41,38.0
HuffPost (US),2014,10,10-Oct,Bildung,78,8.5,8.21,38.0
HuffPost (US),2014,10,10-Oct,Entertainment,312,9.0,8.87,37.0
HuffPost (US),2014,10,10-Oct,Essen,66,7.0,7.42,15.0
HuffPost (US),2014,10,10-Oct,Familie,117,8.0,8.32,39.0
HuffPost (US),2014,10,10-Oct,Gesellschaft,427,9.0,8.94,40.0
HuffPost (US),2014,10,10-Oct,Gesundheit,281,8.0,8.14,40.0
HuffPost (US),2014,10,10-Oct,Kriminalität,55,9.0,9.0,38.0
HuffPost (US),2014,10,10-Oct,Kunst,98,9.0,8.98,36.0
HuffPost (US),2014,10,10-Oct,Politik,379,9.0,9.15,40.0
HuffPost (US),2014,10,10-Oct,Reisen,63,8.0,8.02,36.0
HuffPost (US),2014,10,10-Oct,Religion,90,8.0,8.36,38.0
HuffPost (US),2014,10,10-Oct,Sonstiges,162,9.0,9.26,44.5
HuffPost (US),2014,10,10-Oct,Sport,71,8.0,8.52,40.0
HuffPost (US),2014,10,10-Oct,Style & Beauty,54,8.0,8.33,39.0
HuffPost (US),2014,10,10-Oct,Umwelt,116,9.0,8.97,39.0
HuffPost (US),2014,10,10-Oct,Welt,148,9.0,8.74,39.5
HuffPost (US),2014,10,10-Oct,Wirtschaft,169,9.0,8.86,36.0
HuffPost (US),2014,11,11-Nov,Bildung,81,8.0,8.51,37.0
HuffPost (US),2014,11,11-Nov,Entertainment,302,9.0,9.02,40.0
HuffPost (US),2014,11,11-Nov,Essen,60,8.0,8.05,18.0
HuffPost (US),2014,11,11-Nov,Familie,99,8.0,8.57,42.0
HuffPost (US),2014,11,11-Nov,Gesellschaft,409,9.0,8.98,42.0
HuffPost (US),2014,11,11-Nov,Gesundheit,237,8.0,8.24,43.0
HuffPost (US),2014,11,11-Nov,Kriminalität,53,9.0,9.02,48.5
HuffPost (US),2014,11,11-Nov,Kunst,90,9.0,8.7,37.0
HuffPost (US),2014,11,11-Nov,Politik,459,9.0,8.42,40.0
HuffPost (US),2014,11,11-Nov,Reisen,79,8.0,8.3,36.0
HuffPost (US),2014,11,11-Nov,Religion,90,8.0,8.53,38.0
HuffPost (US),2014,11,11-Nov,Sonstiges,158,9.0,8.79,42.0
HuffPost (US),2014,11,11-Nov,Sport,56,9.0,8.59,39.5
HuffPost (US),2014,11,11-Nov,Style & Beauty,48,8.5,8.79,38.0
HuffPost (US),2014,11,11-Nov,Umwelt,101,9.0,8.94,41.0
HuffPost (US),2014,11,11-Nov,Welt,128,9.0,8.73,40.0
HuffPost (US),2014,11,11-Nov,Wirtschaft,160,8.0,8.36,37.0
HuffPost (US),2014,12,12-Dec,Bildung,85,8.0,8.61,37.0
HuffPost (US),2014,12,12-Dec,Entertainment,339,9.0,8.81,38.0
HuffPost (US),2014,12,12-Dec,Essen,70,8.0,7.63,17.0
HuffPost (US),2014,12,12-Dec,Familie,118,8.5,8.55,39.0
HuffPost (US),2014,12,12-Dec,Gesellschaft,469,9.0,9.1,40.0
HuffPost (US),2014,12,12-Dec,Gesundheit,279,8.0,8.24,42.0
HuffPost (US),2014,12,12-Dec,Kriminalität,71,9.0,9.0,45.0
HuffPost (US),2014,12,12-Dec,Kunst,90,9.0,8.74,37.0
HuffPost (US),2014,12,12-Dec,Politik,314,9.0,8.6,41.0
HuffPost (US),2014,12,12-Dec,Reisen,83,8.0,8.6,42.0
HuffPost (US),2014,12,12-Dec,Religion,114,8.0,8.14,37.5
HuffPost (US),2014,12,12-Dec,Sonstiges,146,9.0,9.17,45.0
HuffPost (US),2014,12,12-Dec,Sport,56,9.0,8.8,37.0
HuffPost (US),2014,12,12-Dec,Style & Beauty,64,9.0,9.42,38.5
HuffPost (US),2014,12,12-Dec,Umwelt,122,9.0,8.69,39.0
HuffPost (US),2014,12,12-Dec,Welt,142,8.0,8.51,39.0
HuffPost (US),2014,12,12-Dec,Wirtschaft,151,9.0,8.81,38.0
HuffPost (US),2015,1,01-Jan,Bildung,87,9.0,9.09,38.0
HuffPost (US),2015,1,01-Jan,Entertainment,345,9.0,8.94,38.5
HuffPost (US),2015,1,01-Jan,Essen,63,8.0,8.25,16.0
HuffPost (US),2015,1,01-Jan,Familie,75,9.0,8.57,38.5
HuffPost (US),2015,1,01-Jan,Gesellschaft,365,9.0,9.34,41.0
HuffPost (US),2015,1,01-Jan,Gesundheit,247,8.0,7.91,44.0
HuffPost (US),2015,1,01-Jan,Kriminalität,71,9.0,9.15,46.0
HuffPost (US),2015,1,01-Jan,Kunst,79,9.0,8.76,38.0
HuffPost (US),2015,1,01-Jan,Politik,368,9.0,8.58,41.0
HuffPost (US),2015,1,01-Jan,Reisen,56,8.0,7.93,36.0
HuffPost (US),2015,1,01-Jan,Religion,115,8.0,8.47,40.0
HuffPost (US),2015,1,01-Jan,Sonstiges,137,9.0,9.19,47.0
HuffPost (US),2015,1,01-Jan,Sport,82,9.0,8.73,35.5
HuffPost (US),2015,1,01-Jan,Style & Beauty,73,9.0,8.93,40.0
HuffPost (US),2015,1,01-Jan,Umwelt,109,8.0,8.95,38.5
HuffPost (US),2015,1,01-Jan,Welt,210,8.0,8.21,38.0
HuffPost (US),2015,1,01-Jan,Wirtschaft,182,9.0,8.95,38.0
HuffPost (US),2015,2,02-Feb,Bildung,91,7.0,8.15,40.0
HuffPost (US),2015,2,02-Feb,Entertainment,306,9.0,8.98,39.5
HuffPost (US),2015,2,02-Feb,Essen,50,9.0,8.84,18.0
HuffPost (US),2015,2,02-Feb,Familie,100,8.0,8.27,41.0
HuffPost (US),2015,2,02-Feb,Gesellschaft,412,9.0,9.03,40.0
HuffPost (US),2015,2,02-Feb,Gesundheit,228,8.0,8.24,38.0
HuffPost (US),2015,2,02-Feb,Kriminalität,46,8.5,8.72,32.0
HuffPost (US),2015,2,02-Feb,Kunst,94,9.0,9.23,37.0
HuffPost (US),2015,2,02-Feb,Politik,312,9.0,9.08,41.0
HuffPost (US),2015,2,02-Feb,Reisen,70,9.0,9.57,34.0
HuffPost (US),2015,2,02-Feb,Religion,105,8.0,8.05,37.0
HuffPost (US),2015,2,02-Feb,Sonstiges,117,9.0,9.5,49.0
HuffPost (US),2015,2,02-Feb,Sport,41,10.0,8.73,38.0
HuffPost (US),2015,2,02-Feb,Style & Beauty,69,9.0,8.78,30.5
HuffPost (US),2015,2,02-Feb,Umwelt,113,8.0,9.14,40.0
HuffPost (US),2015,2,02-Feb,Welt,151,9.0,8.53,42.0
HuffPost (US),2015,2,02-Feb,Wirtschaft,144,9.0,8.78,37.0
HuffPost (US),2015,3,03-Mar,Bildung,83,9.0,8.76,39.0
HuffPost (US),2015,3,03-Mar,Entertainment,311,9.0,8.56,39.0
HuffPost (US),2015,3,03-Mar,Essen,59,8.0,7.75,17.0
HuffPost (US),2015,3,03-Mar,Familie,114,9.0,8.71,35.5
HuffPost (US),2015,3,03-Mar,Gesellschaft,407,9.0,9.37,40.0
HuffPost (US),2015,3,03-Mar,Gesundheit,227,7.0,7.73,41.0
HuffPost (US),2015,3,03-Mar,Kriminalität,72,9.5,9.74,39.0
HuffPost (US),2015,3,03-Mar,Kunst,112,9.0,8.88,38.5
HuffPost (US),2015,3,03-Mar,Politik,379,9.0,9.02,41.0
HuffPost (US),2015,3,03-Mar,Reisen,104,9.0,9.17,32.0
HuffPost (US),2015,3,03-Mar,Religion,85,8.0,8.51,41.5
HuffPost (US),2015,3,03-Mar,Sonstiges,128,9.5,9.38,46.0
HuffPost (US),2015,3,03-Mar,Sport,64,9.0,9.64,13.0
HuffPost (US),2015,3,03-Mar,Style & Beauty,58,9.0,8.53,39.0
HuffPost (US),2015,3,03-Mar,Umwelt,118,8.5,8.69,40.0
HuffPost (US),2015,3,03-Mar,Welt,178,9.0,8.46,43.0
HuffPost (US),2015,3,03-Mar,Wirtschaft,173,8.0,8.33,36.0
HuffPost (US),2015,4,04-Apr,Bildung,101,9.0,9.02,39.5
HuffPost (US),2015,4,04-Apr,Entertainment,297,9.0,8.88,39.0
HuffPost (US),2015,4,04-Apr,Essen,62,8.0,8.58,16.5
HuffPost (US),2015,4,04-Apr,Familie,115,8.0,8.39,36.0
HuffPost (US),2015,4,04-Apr,Gesellschaft,402,9.0,8.93,42.0
HuffPost (US),2015,4,04-Apr,Gesundheit,189,8.0,8.13,41.0
HuffPost (US),2015,4,04-Apr,Kriminalität,60,9.0,9.07,49.0
HuffPost (US),2015,4,04-Apr,Kunst,106,9.0,9.27,38.0
HuffPost (US),2015,4,04-Apr,Politik,374,10.0,9.75,43.0
HuffPost (US),2015,4,04-Apr,Reisen,92,9.0,8.89,31.0
HuffPost (US),2015,4,04-Apr,Religion,86,7.0,7.28,39.0
HuffPost (US),2015,4,04-Apr,Sonstiges,125,9.0,8.73,40.0
HuffPost (US),2015,4,04-Apr,Sport,64,10.0,9.61,10.0
HuffPost (US),2015,4,04-Apr,Style & Beauty,50,9.0,9.38,38.5
HuffPost (US),2015,4,04-Apr,Umwelt,135,9.0,9.1,39.0
HuffPost (US),2015,4,04-Apr,Welt,138,9.0,9.08,41.0
HuffPost (US),2015,4,04-Apr,Wirtschaft,177,8.0,8.81,39.5
HuffPost (US),2015,5,05-May,Bildung,125,9.0,8.66,39.5
HuffPost (US),2015,5,05-May,Entertainment,284,10.0,9.49,41.0
HuffPost (US),2015,5,05-May,Essen,73,8.0,7.95,20.5
HuffPost (US),2015,5,05-May,Familie,134,8.0,8.25,41.5
HuffPost (US),2015,5,05-May,Gesellschaft,442,9.0,8.88,41.0
HuffPost (US),2015,5,05-May,Gesundheit,225,8.0,8.51,44.0
HuffPost (US),2015,5,05-May,Kriminalität,54,10.0,9.81,39.0
HuffPost (US),2015,5,05-May,Kunst,91,10.0,9.42,41.0
HuffPost (US),2015,5,05-May,Politik,373,9.0,9.15,41.0
HuffPost (US),2015,5,05-May,Reisen,96,8.5,9.09,33.0
HuffPost (US),2015,5,05-May,Religion,79,9.0,9.1,38.0
HuffPost (US),2015,5,05-May,Sonstiges,167,9.0,9.26,44.5
HuffPost (US),2015,5,05-May,Sport,73,9.0,8.45,27.5
HuffPost (US),2015,5,05-May,Style & Beauty,45,9.0,9.18,40.0
HuffPost (US),2015,5,05-May,Umwelt,101,9.0,8.84,38.5
HuffPost (US),2015,5,05-May,Welt,156,9.0,9.04,39.0
HuffPost (US),2015,5,05-May,Wirtschaft,193,9.0,9.44,39.0
HuffPost (US),2015,6,06-Jun,Bildung,98,8.0,8.06,38.0
HuffPost (US),2015,6,06-Jun,Entertainment,310,9.0,8.95,37.0
HuffPost (US),2015,6,06-Jun,Essen,65,8.0,8.28,18.0
HuffPost (US),2015,6,06-Jun,Familie,121,8.0,8.24,43.0
HuffPost (US),2015,6,06-Jun,Gesellschaft,416,9.0,9.02,39.0
HuffPost (US),2015,6,06-Jun,Gesundheit,205,8.0,8.4,42.0
HuffPost (US),2015,6,06-Jun,Kriminalität,66,9.0,9.36,37.0
HuffPost (US),2015,6,06-Jun,Kunst,75,9.0,8.68,37.0
HuffPost (US),2015,6,06-Jun,Politik,401,9.0,8.97,42.0
HuffPost (US),2015,6,06-Jun,Reisen,89,9.0,9.09,36.5
HuffPost (US),2015,6,06-Jun,Religion,112,9.0,8.34,39.5
HuffPost (US),2015,6,06-Jun,Sonstiges,136,9.0,9.4,39.0
HuffPost (US),2015,6,06-Jun,Sport,70,10.0,9.41,11.0
HuffPost (US),2015,6,06-Jun,Style & Beauty,54,9.0,8.44,38.0
HuffPost (US),2015,6,06-Jun,Umwelt,101,9.0,8.59,34.0
HuffPost (US),2015,6,06-Jun,Welt,165,9.0,9.07,39.0
HuffPost (US),2015,6,06-Jun,Wirtschaft,160,9.0,8.66,39.0
HuffPost (US),2015,7,07-Jul,Bildung,46,9.0,9.07,18.0
HuffPost (US),2015,7,07-Jul,Entertainment,621,11.0,10.38,19.0
HuffPost (US),2015,7,07-Jul,Essen,57,10.0,9.58,22.0
HuffPost (US),2015,7,07-Jul,Familie,62,10.0,9.9,22.0
HuffPost (US),2015,7,07-Jul,Gesellschaft,350,10.0,10.36,19.0
HuffPost (US),2015,7,07-Jul,Gesundheit,137,9.0,8.82,21.0
HuffPost (US),2015,7,07-Jul,Kriminalität,99,9.0,9.26,17.0
HuffPost (US),2015,7,07-Jul,Kunst,77,10.0,9.99,16.0
HuffPost (US),2015,7,07-Jul,Politik,454,10.0,9.66,16.0
HuffPost (US),2015,7,07-Jul,Reisen,41,10.0,9.83,27.0
HuffPost (US),2015,7,07-Jul,Religion,94,10.0,9.59,20.0
HuffPost (US),2015,7,07-Jul,Sonstiges,199,9.0,9.77,17.0
HuffPost (US),2015,7,07-Jul,Sport,138,11.0,10.52,9.0
HuffPost (US),2015,7,07-Jul,Style & Beauty,80,10.0,9.95,21.0
HuffPost (US),2015,7,07-Jul,Umwelt,65,9.0,9.18,18.0
HuffPost (US),2015,7,07-Jul,Welt,122,9.0,8.82,23.0
HuffPost (US),2015,7,07-Jul,Wirtschaft,91,8.0,8.67,23.0
HuffPost (US),2015,8,08-Aug,Bildung,51,11.0,10.8,16.0
HuffPost (US),2015,8,08-Aug,Entertainment,496,10.0,10.35,9.0
HuffPost (US),2015,8,08-Aug,Essen,29,10.0,9.24,8.0
HuffPost (US),2015,8,08-Aug,Familie,41,10.0,9.9,10.0
HuffPost (US),2015,8,08-Aug,Gesellschaft,400,10.0,10.23,16.0
HuffPost (US),2015,8,08-Aug,Gesundheit,96,9.0,9.3,9.0
HuffPost (US),2015,8,08-Aug,Kriminalität,167,10.0,9.72,12.0
HuffPost (US),2015,8,08-Aug,Kunst,38,10.5,10.08,11.0
HuffPost (US),2015,8,08-Aug,Politik,573,10.0,9.97,15.0
HuffPost (US),2015,8,08-Aug,Reisen,26,10.5,11.08,19.0
HuffPost (US),2015,8,08-Aug,Religion,65,10.0,10.29,13.0
HuffPost (US),2015,8,08-Aug,Sonstiges,250,9.0,9.58,10.0
HuffPost (US),2015,8,08-Aug,Sport,162,10.0,10.33,10.5
HuffPost (US),2015,8,08-Aug,Style & Beauty,42,10.0,10.33,6.0
HuffPost (US),2015,8,08-Aug,Umwelt,109,9.0,9.28,14.0
HuffPost (US),2015,8,08-Aug,Welt,103,9.0,9.21,12.0
HuffPost (US),2015,8,08-Aug,Wirtschaft,68,9.0,9.28,15.0
HuffPost (US),2015,9,09-Sep,Bildung,38,10.0,10.18,14.5
HuffPost (US),2015,9,09-Sep,Entertainment,471,10.0,10.53,8.0
HuffPost (US),2015,9,09-Sep,Essen,32,9.0,9.34,5.0
HuffPost (US),2015,9,09-Sep,Familie,40,10.0,9.9,8.5
HuffPost (US),2015,9,09-Sep,Gesellschaft,389,10.0,10.43,16.0
HuffPost (US),2015,9,09-Sep,Gesundheit,114,9.0,9.36,11.0
HuffPost (US),2015,9,09-Sep,Kriminalität,82,10.0,10.1,12.0
HuffPost (US),2015,9,09-Sep,Kunst,28,9.0,9.04,11.0
HuffPost (US),2015,9,09-Sep,Politik,649,10.0,10.27,13.0
HuffPost (US),2015,9,09-Sep,Reisen,11,11.0,8.73,19.5
HuffPost (US),2015,9,09-Sep,Religion,88,10.0,10.18,13.0
HuffPost (US),2015,9,09-Sep,Sonstiges,245,10.0,9.67,11.0
HuffPost (US),2015,9,09-Sep,Sport,153,10.0,10.19,11.0
HuffPost (US),2015,9,09-Sep,Style & Beauty,52,10.0,10.25,4.0
HuffPost (US),2015,9,09-Sep,Umwelt,78,9.5,9.49,15.0
HuffPost (US),2015,9,09-Sep,Welt,84,9.0,9.27,15.0
HuffPost (US),2015,9,09-Sep,Wirtschaft,105,9.0,9.02,14.0
HuffPost (US),2015,10,10-Oct,Bildung,40,10.0,10.28,14.0
HuffPost (US),2015,10,10-Oct,Entertainment,444,10.0,10.4,9.0
HuffPost (US),2015,10,10-Oct,Essen,43,9.0,8.6,8.0
HuffPost (US),2015,10,10-Oct,Familie,42,9.5,9.36,8.5
HuffPost (US),2015,10,10-Oct,Gesellschaft,406,10.0,10.04,15.0
HuffPost (US),2015,10,10-Oct,Gesundheit,125,9.0,8.76,13.0
HuffPost (US),2015,10,10-Oct,Kriminalität,62,9.0,9.29,14.0
HuffPost (US),2015,10,10-Oct,Kunst,41,9.0,9.24,13.0
HuffPost (US),2015,10,10-Oct,Politik,778,10.0,9.68,14.0
HuffPost (US),2015,10,10-Oct,Reisen,17,10.0,11.0,6.0
HuffPost (US),2015,10,10-Oct,Religion,50,10.0,10.36,12.0
HuffPost (US),2015,10,10-Oct,Sonstiges,270,9.0,9.55,11.0
HuffPost (US),2015,10,10-Oct,Sport,168,10.0,10.19,10.0
HuffPost (US),2015,10,10-Oct,Style & Beauty,52,10.0,9.85,6.5
HuffPost (US),2015,10,10-Oct,Umwelt,102,9.0,9.39,16.0
HuffPost (US),2015,10,10-Oct,Welt,90,9.0,9.11,19.0
HuffPost (US),2015,10,10-Oct,Wirtschaft,88,9.0,9.45,15.0
HuffPost (US),2015,11,11-Nov,Bildung,61,10.0,9.92,13.0
HuffPost (US),2015,11,11-Nov,Entertainment,476,10.0,10.47,7.0
HuffPost (US),2015,11,11-Nov,Essen,44,10.0,9.16,6.0
HuffPost (US),2015,11,11-Nov,Familie,41,12.0,11.44,8.5
HuffPost (US),2015,11,11-Nov,Gesellschaft,422,10.0,9.95,16.0
HuffPost (US),2015,11,11-Nov,Gesundheit,99,9.0,9.31,12.0
HuffPost (US),2015,11,11-Nov,Kriminalität,95,10.0,9.86,14.0
